year-month,max,mean,min,std
2000-01-01,0.5350000254111364,0.4000000189989805,0.1070000050822272,0.2540000120643526
2000-02-01,1.017000048304908,0.4510000214213505,0.2180000103544443,0.1370000065071508
2000-03-01,0.8120000385679305,0.3870000183815136,0.1740000082645565,0.0730000034673139
2000-04-01,2.235000106156804,0.689000032725744,0.4620000219438225,0.348000016529113
2000-05-01,1.5350000729085878,0.842000039992854,0.4030000191414729,0.3160000150091946
2000-06-01,1.0210000484948978,0.627000029780902,0.246000011684373,0.2530000120168552
2000-07-01,1.631000077468343,0.8890000422252342,0.3820000181440264,0.4050000192364678
2000-08-01,0.7370000350056216,0.5580000265035778,0.122000005794689,0.4230000200914219
2000-09-01,0.9400000446476042,0.4390000208513811,0.2010000095469877,0.1930000091670081
2000-10-01,0.9610000456450508,0.5660000268835574,0.2050000097369775,0.2480000117793679
2000-11-01,1.057000050204806,0.6500000308733433,0.1870000088820234,0.3100000147242099
2000-12-01,1.4680000697262583,0.7360000349581242,0.2450000116368755,0.3200000151991844
2001-01-01,0.8370000397553667,0.5130000243661925,0.1370000065071508,0.2910000138217583
2001-02-01,1.004000047687441,0.3850000182865187,0.1650000078370794,0.1930000091670081
2001-03-01,1.0360000492073596,0.4650000220863148,0.1850000087870285,0.2760000131092965
2001-04-01,0.9870000468799844,0.5600000265985727,0.1790000085020437,0.2630000124918297
2001-05-01,1.786000084830448,0.8040000381879508,0.452000021468848,0.421000019996427
2001-07-01,0.7440000353381038,0.5500000261235982,0.1470000069821253,0.3370000160066411
2001-08-01,0.911000043270178,0.6100000289734453,0.1680000079795718,0.3680000174790621
2001-09-01,1.1540000548120588,0.5360000254586339,0.2270000107819214,0.215000010211952
2001-10-01,1.918000091100112,0.7950000377604738,0.3540000168140977,0.3650000173365697
2001-11-01,1.035000049159862,0.678000032203272,0.184000008739531,0.370000017574057
2001-12-01,1.4280000678263605,0.8200000389479101,0.3090000146767124,0.2920000138692558
2002-01-01,0.8400000398978591,0.4730000224662944,0.1560000074096024,0.2540000120643526
2002-02-01,0.7650000363355502,0.3940000187139958,0.1240000058896839,0.2230000105919316
2002-03-01,0.7370000350056216,0.4870000231312588,0.122000005794689,0.2620000124443322
2002-04-01,2.1590001025469974,0.6310000299708918,0.379000018001534,0.2330000110669061
2002-05-01,1.1820000561419874,0.6910000328207389,0.2310000109719112,0.3200000151991844
2002-06-01,2.5180001195985824,1.6170000768033788,0.5600000265985727,0.8780000417027622
2002-07-01,0.9490000450750812,0.5940000282134861,0.2170000103069469,0.2780000132042914
2002-08-01,0.7420000352431089,0.4850000230362639,0.1570000074570998,0.215000010211952
2002-09-01,0.8900000422727317,0.5100000242237002,0.1570000074570998,0.2190000104019418
2002-10-01,1.004000047687441,0.5880000279285014,0.1690000080270692,0.3740000177640468
2002-11-01,1.2390000588493422,0.6660000316333026,0.2180000103544443,0.2740000130143016
2002-12-01,1.325000062934123,0.92600004398264,0.2090000099269673,0.5020000238437206
2003-01-01,1.4060000667814163,0.6390000303508714,0.328000015579164,0.2130000101169571
2003-02-01,1.3700000650715085,0.5120000243186951,0.2280000108294189,0.2620000124443322
2003-03-01,0.8960000425577164,0.4390000208513811,0.1550000073621049,0.1620000076945871
2003-04-01,1.4630000694887713,0.7880000374279916,0.3300000156741589,0.3190000151516869
2003-05-01,1.4500000688713044,0.8090000384254381,0.3410000161966309,0.2490000118268653
2003-06-01,0.3970000188564881,0.3410000161966309,0.0750000035623088,0.235000011161901
2003-07-01,0.8770000416552648,0.698000033153221,0.1210000057471916,0.545000025886111
2003-08-01,1.077000051154755,0.6400000303983688,0.308000014629215,0.4180000198539346
2003-09-01,1.0600000503472984,0.534000025363639,0.2020000095944851,0.2450000116368755
2003-10-01,1.199000056949444,0.6250000296859071,0.2200000104494393,0.3540000168140977
2003-11-01,1.5300000726711005,0.709000033675693,0.339000016101636,0.2420000114943832
2003-12-01,1.6190000768983737,0.8190000389004126,0.2910000138217583,0.5120000243186951
2004-01-01,0.92200004379265,0.6140000291634351,0.1790000085020437,0.2750000130617991
2004-02-01,1.017000048304908,0.4750000225612893,0.1930000091670081,0.1600000075995922
2004-03-01,1.2110000575194135,0.6110000290209427,0.2200000104494393,0.3830000181915238
2004-04-01,1.6380000778008252,0.6550000311108306,0.297000014106743,0.3380000160541385
2004-05-01,2.595000123255886,0.8640000410377979,0.574000027263537,0.2680000127293169
2004-06-01,2.102000099839642,1.292000061366707,0.472000022418797,0.7390000351006165
2004-07-01,0.9450000448850916,0.56500002683606,0.2730000129668042,0.3140000149141997
2004-08-01,1.050000049872324,0.6430000305408612,0.2830000134417787,0.1080000051297247
2004-09-01,0.862000040942803,0.5150000244611874,0.2110000100219622,0.1310000062221661
2004-10-01,1.7700000840704888,0.7260000344831496,0.3090000146767124,0.1800000085495412
2004-11-01,1.7810000845929608,0.988000046927482,0.3240000153891742,0.4180000198539346
2004-12-01,3.002000142587349,0.9060000430326908,0.5610000266460702,0.3850000182865187
2005-01-01,1.190000056521967,0.4670000221813097,0.2400000113993883,0.1720000081695616
2005-02-01,0.8240000391378999,0.4160000197589397,0.1430000067921355,0.2000000094994902
2005-03-01,1.3350000634090975,0.576000027358532,0.2720000129193067,0.1100000052247196
2005-04-01,1.088000051677227,0.5630000267410651,0.20400000968948,0.2730000129668042
2005-05-01,0.9460000449325888,0.5270000250311568,0.1550000073621049,0.226000010734424
2005-06-01,0.647000030730851,0.4500000213738531,0.1900000090245157,0.1900000090245157
2005-07-01,1.4020000665914267,0.8860000420827419,0.2180000103544443,0.6680000317282975
2005-08-01,1.088000051677227,0.5110000242711976,0.2950000140117481,0.1790000085020437
2005-09-01,0.8040000381879508,0.4550000216113403,0.1360000064596533,0.1380000065546482
2005-10-01,1.1890000564744696,0.6760000321082771,0.2590000123018399,0.339000016101636
2005-11-01,1.387000065878965,0.6910000328207389,0.2160000102594494,0.3860000183340162
2005-12-01,1.775000084307976,0.7190000341506675,0.3010000142967328,0.1860000088345259
2006-01-01,1.6800000797957182,0.7250000344356522,0.4020000190939754,0.2030000096419826
2006-02-01,0.7550000358605757,0.370000017574057,0.1670000079320743,0.1080000051297247
2006-03-01,1.0870000516297296,0.5490000260761008,0.1900000090245157,0.2540000120643526
2006-04-01,2.610000123968348,0.9800000465475024,0.5300000251736492,0.3440000163391232
2006-05-01,1.5920000756159425,0.8890000422252342,0.277000013156794,0.5990000284509733
2006-06-01,0.822000039042905,0.503000023891218,0.2240000106394291,0.2490000118268653
2006-07-01,0.76900003652554,0.5470000259811059,0.1810000085970387,0.2280000108294189
2006-08-01,0.6930000329157338,0.4510000214213505,0.1200000056996941,0.2620000124443322
2006-09-01,1.017000048304908,0.5410000256961212,0.2240000106394291,0.2370000112568959
2006-10-01,1.170000055572018,0.6900000327732414,0.2390000113518908,0.1760000083595514
2006-11-01,1.475000070058741,0.8180000388529152,0.2820000133942812,0.2160000102594494
2006-12-01,2.26800010772422,0.9980000474024564,0.4320000205188989,0.4580000217538327
2007-01-01,1.2360000587068498,0.61600002925843,0.2810000133467838,0.3150000149616971
2007-02-01,1.3840000657364726,0.3840000182390213,0.235000011161901,0.122000005794689
2007-03-01,0.9310000442201272,0.5090000241762027,0.235000011161901,0.0870000041322782
2007-04-01,1.3020000618416816,0.5390000256011263,0.2170000103069469,0.2850000135367736
2007-05-01,1.2550000596093014,0.5790000275010243,0.2650000125868246,0.2220000105444342
2007-06-01,0.915000043460168,0.4770000226562843,0.2630000124918297,0.2110000100219622
2007-07-01,1.622000077040866,0.9100000432226808,0.3350000159116462,0.5800000275485218
2007-08-01,0.884000041987747,0.5710000271210447,0.1940000092145055,0.2840000134892761
2007-09-01,1.0850000515347349,0.5460000259336084,0.1970000093569979,0.2340000111144036
2007-10-01,1.3970000663539397,0.7020000333432108,0.2600000123493373,0.1630000077420845
2007-11-01,1.3220000627916306,0.8160000387579203,0.226000010734424,0.4890000232262537
2007-12-01,3.9540001878049225,1.0020000475924462,0.729000034625642,0.4020000190939754
2008-01-01,2.280000108294189,0.8230000390904024,0.421000019996427,0.3730000177165493
2008-02-01,1.4740000700112432,0.6510000309208408,0.2050000097369775,0.3930000186664983
2008-03-01,0.6150000292109326,0.4220000200439244,0.1000000047497451,0.2450000116368755
2008-04-01,1.0730000509647653,0.6330000300658867,0.1680000079795718,0.3660000173840672
2008-05-01,2.042000096989796,1.0760000511072576,0.5700000270735472,0.4480000212788582
2008-07-01,1.0450000496348366,0.6950000330107287,0.2070000098319724,0.3240000153891742
2008-08-01,0.9580000455025584,0.4530000215163454,0.2130000101169571,0.0700000033248215
2008-09-01,1.715000081458129,0.6280000298283994,0.3600000170990824,0.2930000139167532
2008-10-01,1.363000064739026,0.8400000398978591,0.235000011161901,0.4060000192839652
2008-11-01,2.045000097132288,1.354000064311549,0.3960000188089907,0.7540000358130783
2008-12-01,2.567000121925957,1.0930000519147145,0.5900000280234963,0.410000019473955
2009-01-01,1.1430000542895868,0.4680000222288072,0.1750000083120539,0.2450000116368755
2009-02-01,1.1110000527696684,0.5310000252211466,0.1940000092145055,0.2170000103069469
2009-03-01,1.0090000479249284,0.4430000210413709,0.2080000098794698,0.2170000103069469
2009-04-01,2.907000138075091,0.7440000353381038,0.492000023368746,0.3380000160541385
2009-05-01,1.2180000578518957,0.5830000276910141,0.2400000113993883,0.2090000099269673
2009-06-01,1.7030000808881596,1.110000052722171,0.4130000196164474,0.6940000329632312
2009-07-01,1.9260000914800912,1.1440000543370843,0.3980000189039856,0.4740000225137919
2009-08-01,0.9640000457875432,0.6540000310633332,0.2270000107819214,0.2250000106869265
2009-09-01,1.5360000729560852,0.4980000236537307,0.2410000114468857,0.226000010734424
2009-10-01,1.088000051677227,0.6590000313008204,0.1900000090245157,0.2760000131092965
2009-11-01,1.6340000776108354,0.9640000457875432,0.2950000140117481,0.5290000251261517
2009-12-01,2.643000125535764,1.210000057471916,0.7150000339606777,0.4330000205663964
2010-01-01,1.1250000534346327,0.6170000293059275,0.1610000076470896,0.4450000211363658
2010-02-01,0.9780000464525074,0.4780000227037817,0.1780000084545463,0.2220000105444342
2010-03-01,0.904000042937696,0.5410000256961212,0.1580000075045973,0.2750000130617991
2010-04-01,1.4230000675888732,0.6610000313958153,0.2670000126818195,0.3940000187139958
2010-05-01,2.5690001220209524,0.8760000416077673,0.5970000283559784,0.173000008217059
2010-06-01,1.274000060511753,0.7470000354805961,0.421000019996427,0.2920000138692558
2010-07-01,1.7740000842604786,0.8590000408003107,0.4070000193314627,0.2530000120168552
2010-08-01,0.7740000367630273,0.5490000260761008,0.1380000065546482,0.3420000162441283
2010-09-01,0.8960000425577164,0.576000027358532,0.164000007789582,0.2640000125393271
2010-10-01,1.303000061889179,0.7530000357655808,0.2690000127768144,0.3020000143442303
2010-11-01,1.2810000608442351,0.7780000369530171,0.2170000103069469,0.2950000140117481
2010-12-01,2.189000103971921,1.148000054527074,0.5170000245561823,0.3950000187614932
2011-01-01,2.8570001357002184,0.9290000441251324,0.687000032630749,0.2310000109719112
